path,query_id,response,completion_tokens,latency_ms,error
.engine-compare/old/types/constraint/path_helpers.go,q0,NONE,2,1299,
.engine-compare/old/types/constraint/expr_compare.go,q0,NONE,2,1299,
.engine-compare/old/types/cfg/ssa.go,q0,NONE,2,1299,
.engine-compare/old/types/constraint/atom.go,q0,NONE,2,1729,
.engine-compare/old/types/constraint/path.go,q0,NONE,2,1730,
.engine-compare/old/types/cfg/versioned.go,q0,NONE,2,1776,
.engine-compare/old/types/constraint/doc.go,q0,NONE,2,1776,
.engine-compare/old/types/constraint/numeric.go,q0,NONE,2,1777,
.engine-compare/old/types/cfg/identity.go,q0,NONE,2,1777,
.engine-compare/old/types/constraint/intern.go,q0,NONE,2,1778,
.engine-compare/old/types/constraint/constraint.go,q0,NONE,2,2087,
.engine-compare/old/types/constraint/path_visit.go,q0,NONE,2,943,
.engine-compare/old/types/constraint/sort.go,q0,NONE,2,942,
.engine-compare/old/types/constraint/expr.go,q0,NONE,2,2284,
.engine-compare/old/types/constraint/effect.go,q0,NONE,2,2284,
.engine-compare/old/types/cfg/cfg.go,q0,NONE,2,2787,
.engine-compare/old/types/constraint/theory/modular.go,q0,NONE,2,1202,
.engine-compare/old/types/constraint/theory/result.go,q0,NONE,2,1202,
.engine-compare/old/types/constraint/visit.go,q0,NONE,2,1202,
.engine-compare/old/types/constraint/infer.go,q0,NONE,2,3319,
.engine-compare/old/types/contract/spec.go,q0,NONE,2,1582,
.engine-compare/old/types/db/input.go,q0,NONE,2,1507,
.engine-compare/old/types/db/db.go,q0,NONE,2,1508,
.engine-compare/old/types/diag/collector.go,q0,NONE,2,1818,
.engine-compare/old/types/db/query.go,q0,NONE,2,1819,
.engine-compare/old/types/effect/compose.go,q0,NONE,2,1552,
.engine-compare/old/types/diag/types.go,q0,NONE,2,1553,
.engine-compare/old/types/effect/codecs.go,q0,NONE,2,1808,
.engine-compare/old/types/effect/linflow.go,q0,NONE,2,1807,
.engine-compare/old/types/effect/visit.go,q0,NONE,2,1152,
.engine-compare/old/types/effect/row.go,q0,NONE,2,1499,
.engine-compare/old/types/constraint/theory/difference.go,q0,NONE,2,4086,
.engine-compare/old/types/constraint/solver.go,q0,NONE,2,4516,
.engine-compare/old/types/constraint/theory/doc.go,q0,NONE,2,4086,
.engine-compare/old/types/flow/domain/helpers.go,q0,NONE,2,1438,
.engine-compare/old/types/flow/domain/domain.go,q0,NONE,2,1438,
.engine-compare/old/types/diag/render.go,q0,NONE,2,3513,
.engine-compare/old/types/flow/domain/shape_domain.go,q0,NONE,2,1565,
.engine-compare/old/types/flow/domain/type_domain.go,q0,NONE,2,1379,
.engine-compare/old/types/effect/registry.go,q0,NONE,2,2967,
.engine-compare/old/types/effect/param_ref.go,q0,NONE,2,2968,
.engine-compare/old/types/effect/label.go,q0,NONE,2,3399,
.engine-compare/old/types/flow/normalize.go,q0,NONE,2,1297,
.engine-compare/old/types/flow/graph_readonly.go,q0,NONE,2,1797,
.engine-compare/old/types/flow/numeric/domain.go,q0,NONE,2,1688,
.engine-compare/old/types/flow/numeric/theory.go,q0,NONE,2,1603,
.engine-compare/old/types/flow/join/join.go,q0,NONE,2,2263,
.engine-compare/old/types/flow/numeric.go,q0,NONE,2,1771,
.engine-compare/old/types/flow/inference.go,q0,NONE,2,2746,
.engine-compare/old/types/flow/pathkey/format.go,q0,NONE,2,2290,
.engine-compare/old/types/flow/path.go,q0,NONE,2,2290,
.engine-compare/old/types/flow/pathkey/resolver.go,q0,NONE,2,1841,
.engine-compare/old/types/flow/pathkey/root.go,q0,NONE,2,1887,
.engine-compare/old/types/constraint/theory/egraph.go,q0,"106: // Note: This only registers the key itself, not parent-child relationships.",21,7954,
.engine-compare/old/types/flow/pathkey/util.go,q0,NONE,2,2071,
.engine-compare/old/types/db/attachment.go,q0,54: // AttachmentKey's name. Calling Attach with the same key replaces any previously attached value.,23,7745,
.engine-compare/old/types/flow/product_domain.go,q0,NONE,2,1872,
.engine-compare/old/types/flow/type_facts.go,q0,NONE,2,761,
.engine-compare/old/types/flow/query.go,q0,NONE,2,2146,
.engine-compare/old/types/io/serialize.go,q0,NONE,2,1559,
.engine-compare/old/types/io/reader.go,q0,NONE,2,1560,
.engine-compare/old/types/flow/solver_helpers.go,q0,NONE,2,2429,
.engine-compare/old/types/constraint/condition.go,q0,118: // Normalizes once instead of incremental Or to ensure deterministic ordering.,18,11438,
.engine-compare/old/types/io/manifest_lookup.go,q0,NONE,2,2040,
.engine-compare/old/types/io/writer.go,q0,NONE,2,1899,
.engine-compare/old/types/kind/kind.go,q0,NONE,2,1400,
.engine-compare/old/types/io/predicates.go,q0,NONE,2,2136,
.engine-compare/old/types/flow/transfer.go,q0,NONE,2,3463,
.engine-compare/old/types/narrow/doc.go,q0,NONE,2,1242,
.engine-compare/old/types/narrow/filter.go,q0,NONE,2,1650,
.engine-compare/old/types/narrow/match.go,q0,NONE,2,1647,
.engine-compare/old/types/narrow/key_narrow.go,q0,NONE,2,1647,
.engine-compare/old/types/flow/edge.go,q0,"LINE_NUMBER 14: // If an edge already has a condition (from a previous constraint), the new",24,8197,
.engine-compare/old/types/narrow/resolver.go,q0,NONE,2,1682,
.engine-compare/old/types/narrow/narrow.go,q0,NONE,2,2050,
.engine-compare/old/types/numparse/numparse.go,q0,NONE,2,2338,
.engine-compare/old/types/narrow/type_key.go,q0,NONE,2,2339,
.engine-compare/old/types/query/core/engine.go,q0,NONE,2,1151,
.engine-compare/old/types/query/core/discriminator.go,q0,NONE,2,1193,
.engine-compare/old/types/query/core/doc.go,q0,NONE,2,1151,
.engine-compare/old/types/flow/numeric/state.go,q0,46: // Uses interval bounds and modular residues instead of storing raw constraints.,17,8126,
.engine-compare/old/types/query/core/codegen.go,q0,NONE,2,2111,
.engine-compare/old/types/query/core/reach.go,q0,NONE,2,569,
.engine-compare/old/types/query/core/ops.go,q0,NONE,2,569,
.engine-compare/old/types/query/core/resolver.go,q0,NONE,2,569,
.engine-compare/old/types/query/core/cycle.go,q0,NONE,2,2317,
.engine-compare/old/types/query/core/field.go,q0,NONE,2,1496,
.engine-compare/old/types/query/core/instantiate.go,q0,NONE,2,1515,
.engine-compare/old/types/query/core/index.go,q0,NONE,2,1884,
.engine-compare/old/types/flow/pathkey/key.go,q0,"48: //   - ""[key]"" -> SegmentIndexString{Name: ""key""} (legacy form)",24,8622,
.engine-compare/old/types/query/core/method.go,q0,NONE,2,1543,
.engine-compare/old/types/query/core/union.go,q0,NONE,2,987,
.engine-compare/old/types/query/core/traverse.go,q0,NONE,2,987,
.engine-compare/old/types/query/core/util.go,q0,NONE,2,1185,
.engine-compare/old/types/query/core/table_match.go,q0,NONE,2,1407,
.engine-compare/old/types/flow/solver.go,q0,189: // DebugEdgeValues returns nil (edge values removed in single narrowing system consolidation).,21,7474,
.engine-compare/old/types/query/core/special_access.go,q0,NONE,2,1656,
.engine-compare/old/types/query/core/operator.go,q0,NONE,2,1877,
.engine-compare/old/types/typ/container.go,q0,NONE,2,469,
.engine-compare/old/types/typ/capture.go,q0,NONE,2,469,
.engine-compare/old/types/subtype/normalize.go,q0,NONE,2,1466,
.engine-compare/old/types/subtype/guard.go,q0,NONE,2,1467,
.engine-compare/old/types/typ/deferred.go,q0,NONE,2,747,
.engine-compare/old/types/typ/dedup.go,q0,NONE,2,748,
.engine-compare/old/types/subtype/variance.go,q0,NONE,2,1466,
.engine-compare/old/types/subtype/widen.go,q0,NONE,2,1466,
.engine-compare/old/types/typ/equals.go,q0,NONE,2,997,
.engine-compare/old/types/typ/function.go,q0,NONE,2,814,
.engine-compare/old/types/typ/function_arity.go,q0,NONE,2,814,
.engine-compare/old/types/subtype/subtype.go,q0,NONE,2,1821,
.engine-compare/old/types/typ/field_shape.go,q0,NONE,2,1431,
.engine-compare/old/types/typ/annotated.go,q0,NONE,2,1766,
.engine-compare/old/types/typ/intersection.go,q0,NONE,2,888,
.engine-compare/old/types/typ/info.go,q0,NONE,2,889,
.engine-compare/old/types/typ/format.go,q0,NONE,2,1645,
.engine-compare/old/types/typ/generic.go,q0,NONE,2,1312,
.engine-compare/old/types/typ/guard.go,q0,NONE,2,1312,
.engine-compare/old/types/typ/join/join.go,q0,NONE,2,1181,
