path,query_id,response,completion_tokens,latency_ms,error
analysis/check/body/read_boundary_state.go,q0,NONE,2,1257,
analysis/check/body/object_literal_sourcevalue.go,q0,NONE,2,1258,
analysis/check/body/result_parameter_readmodel.go,q0,NONE,2,1259,
analysis/check/body/module_type_alias.go,q0,NONE,2,1259,
analysis/check/body/entry_contextual_function.go,q0,NONE,2,1260,
analysis/check/body/function_value_types.go,q0,NONE,2,1644,
analysis/check/body/entry_state.go,q0,NONE,2,1643,
analysis/check/body/call_identity.go,q0,NONE,2,1642,
analysis/check/body/import_outcomes.go,q0,NONE,2,1643,
analysis/check/body/generic_for_transfer.go,q0,NONE,2,1854,
analysis/check/body/internal/readexpr/readexpr.go,q0,NONE,2,1851,
analysis/check/body/result_accessors.go,q0,NONE,2,1854,
analysis/check/body/api.go,q0,NONE,2,2219,
analysis/check/body/signature_return_type_ops.go,q0,NONE,2,1362,
analysis/check/body/visibility.go,q0,NONE,2,1362,
analysis/check/body/return_type_values.go,q0,NONE,2,1364,
analysis/check/body/result_return_readmodel.go,q0,NONE,2,1364,
analysis/check/body/run.go,q0,NONE,2,1364,
analysis/check/diagnostics/channel_select_exhaustiveness.go,q0,NONE,2,822,
analysis/check/diagnostics/assignment_call_owner.go,q0,NONE,2,1743,
analysis/check/diagnostics/assignment_diagnostic.go,q0,NONE,2,1972,
analysis/check/diagnostics/assignment.go,q0,NONE,2,2182,
analysis/check/diagnostics/call_param_obligation.go,q0,NONE,2,1973,
analysis/check/diagnostics/assignment_projection.go,q0,NONE,2,2352,
analysis/check/diagnostics/condition_reachability.go,q0,NONE,2,2022,
analysis/check/diagnostics/evidence.go,q0,NONE,2,2021,
analysis/check/diagnostics/expression_type.go,q0,NONE,2,1838,
analysis/check/diagnostics/dead_assignment.go,q0,NONE,2,2410,
analysis/check/body/config.go,q0,"FUNC Globals, LINE 76, passthrough",12,5033,
analysis/check/diagnostics/direct_call.go,q0,NONE,2,2835,
analysis/check/diagnostics/numeric_for.go,q0,NONE,2,1616,
analysis/check/body/expression_operation.go,q0,"FUNC expressionOperationEvaluator, LINE 13, passthrough",14,5821,
analysis/check/diagnostics/guard_env.go,q0,NONE,2,2433,
analysis/check/diagnostics/trust.go,q0,NONE,2,1694,
analysis/check/diagnostics/runtime_guard.go,q0,NONE,2,1694,
analysis/check/diagnostics/return_contract.go,q0,NONE,2,1848,
analysis/check/diagnostics/member_read.go,q0,NONE,2,2966,
analysis/check/diagnostics/value_reference.go,q0,NONE,2,1175,
analysis/check/checktest/internal/precheck/precheck.go,q0,"FUNC Precheck, LINE 20, passthrough",12,5353,
analysis/check/exportmanifest/effect_boundary.go,q0,NONE,2,1175,
analysis/check/diagnostics/unused_local.go,q0,NONE,2,1176,
analysis/check/diagnostics/diagnostics.go,q0,"FUNC Produce, LINE 51, passthrough",11,4432,
analysis/check/diagnostics/member_call.go,q0,NONE,2,3415,
analysis/check/diagnostics/internal/readmodel/readmodel.go,q0,NONE,2,3415,
analysis/check/exportmanifest/export.go,q0,NONE,2,701,
analysis/check/diagnostics/resolver.go,q0,NONE,2,3044,
analysis/check/diagnostics/type_reference.go,q0,NONE,2,2230,
