path,query_id,response,completion_tokens,latency_ms,error
analysis/check/body/entry_contextual_function.go,q0,NONE,2,196,
analysis/check/body/import_outcomes.go,q0,NONE,2,934,
analysis/check/body/api.go,q0,NONE,2,934,
analysis/check/body/expression_operation.go,q0,NONE,2,933,
analysis/check/body/result_parameter_readmodel.go,q0,NONE,2,935,
analysis/check/body/object_literal_sourcevalue.go,q0,NONE,2,935,
analysis/check/body/module_type_alias.go,q0,NONE,2,936,
analysis/check/body/generic_for_transfer.go,q0,NONE,2,1306,
analysis/check/body/internal/readexpr/readexpr.go,q0,NONE,2,1306,
analysis/check/body/function_value_types.go,q0,NONE,2,1379,
analysis/check/body/read_boundary_state.go,q0,NONE,2,1623,
analysis/check/body/entry_state.go,q0,NONE,2,1621,
analysis/check/body/call_identity.go,q0,NONE,2,1622,
analysis/check/body/result_accessors.go,q0,NONE,2,1669,
analysis/check/body/result_return_readmodel.go,q0,NONE,2,1471,
analysis/check/body/signature_return_type_ops.go,q0,NONE,2,936,
analysis/check/body/return_type_values.go,q0,NONE,2,936,
analysis/check/body/visibility.go,q0,NONE,2,936,
analysis/check/body/run.go,q0,NONE,2,1331,
analysis/check/diagnostics/assignment_call_owner.go,q0,NONE,2,1091,
analysis/check/diagnostics/channel_select_exhaustiveness.go,q0,NONE,2,903,
analysis/check/body/config.go,q0,68: Globals delegates to configGlobals,10,2780,
analysis/check/diagnostics/assignment_projection.go,q0,NONE,2,1369,
analysis/check/diagnostics/dead_assignment.go,q0,NONE,2,1385,
analysis/check/diagnostics/condition_reachability.go,q0,NONE,2,1386,
analysis/check/diagnostics/evidence.go,q0,NONE,2,1311,
analysis/check/diagnostics/direct_call.go,q0,NONE,2,1356,
analysis/check/diagnostics/assignment_diagnostic.go,q0,NONE,2,2034,
analysis/check/diagnostics/internal/readmodel/readmodel.go,q0,NONE,2,1137,
analysis/check/diagnostics/numeric_for.go,q0,NONE,2,808,
analysis/check/diagnostics/object_literal_mismatch.go,q0,NONE,2,808,
analysis/check/diagnostics/runtime_guard.go,q0,NONE,2,540,
analysis/check/diagnostics/type_reference.go,q0,NONE,2,238,
analysis/check/diagnostics/unused_local.go,q0,NONE,2,237,
analysis/check/diagnostics/value_reference.go,q0,NONE,2,433,
analysis/check/diagnostics/trust.go,q0,NONE,2,723,
analysis/check/diagnostics/member_read.go,q0,87: walk delegates to walkDepth,9,1396,
analysis/check/checktest/internal/precheck/precheck.go,q0,23 Precheck: Structural{}.Produce,10,3499,
analysis/check/diagnostics/member_call.go,q0,NONE,2,1832,
analysis/check/exportmanifest/effect_boundary.go,q0,NONE,2,554,
analysis/check/exportmanifest/export.go,q0,NONE,2,554,
analysis/check/checktest/checktest.go,q0,106: PlacementPlan delegates to r.placement,12,3764,
analysis/check/diagnostics/return_contract.go,q0,NONE,2,1472,
analysis/check/diagnostics/diagnostics.go,q0,48: Produce -> ProduceWithConfig,9,2830,
analysis/check/diagnostics/call_param_obligation.go,q0,114 readmodelType delegates to readmodel.New(result).ValueType(value),21,3121,
analysis/check/fixpoint/program/internal/projectsummary/project_normal_reachability.go,q0,NONE,2,246,
analysis/check/fixpoint/program/internal/projectsummary/project_normal_return_conditions.go,q0,NONE,2,246,
analysis/check/fixpoint/program/internal/projectsummary/project_heap_table_objects.go,q0,NONE,2,247,
analysis/check/diagnostics/assignment.go,q0,118: callResultWitnessProvenMismatch: callResultWitnessProvenMismatchType,17,3686,
analysis/check/exportmanifest/source_type.go,q0,NONE,2,556,
analysis/check/diagnostics/guard_env.go,q0,311 + pathLess + left.Less(right),14,3044,
analysis/check/exportmanifest/type_defs.go,q0,NONE,2,1226,
analysis/check/diagnostics/expression_type.go,q0,"53 typeOf + p.typeOfDepth(expr, 0)",17,3572,
analysis/check/exportmanifest/function_signatures.go,q0,NONE,2,1723,
analysis/check/fixpoint/program/internal/projectsummary/project_normal_return_params.go,q0,NONE,2,1316,
analysis/check/fixpoint/program/internal/projectsummary/project_normal_return_facts.go,q0,NONE,2,1317,
analysis/check/fixpoint/program/internal/projectsummary/project_normal_return_equalities.go,q0,NONE,2,1587,
analysis/check/fixpoint/program/internal/projectsummary/project_return_presence_relations.go,q0,NONE,2,1180,
analysis/check/diagnostics/resolver.go,q0,189: resolveInParentScope + parent.ResolveTypeRef,15,3476,
analysis/check/fixpoint/program/param_inference.go,q0,NONE,2,548,
analysis/check/fixpoint/program/internal/projectsummary/project.go,q0,NONE,2,2002,
analysis/check/fixpoint/program/internal/projectsummary/project_param_obligations.go,q0,NONE,2,1711,
analysis/check/exportmanifest/product_type.go,q0,40 valueType delegates to typevalue.TypeOf,11,2313,
analysis/check/fixpoint/ref/ref.go,q0,NONE,2,770,
analysis/check/exportmanifest/object_type.go,q0,156: functionDefinitionMemberType + functionExpressionType,13,2716,
analysis/check/fixpoint/program/internal/projectsummary/project_return_param_aliases.go,q0,NONE,2,2236,
analysis/check/fixpoint/program/internal/projectsummary/project_return_condition_refinements.go,q0,NONE,2,2236,
analysis/check/fixpoint/summary/channel_select_facts.go,q0,NONE,2,739,
analysis/check/fixpoint/summary/param_obligation.go,q0,NONE,2,339,
analysis/check/fixpoint/summary/normal_return_facts.go,q0,NONE,2,465,
